marketplace,query,rank,product_id,product_url,title,brand,price,old_price,discount,rating,review_count,image_url,collected_at
wildberries,полотенце банное,2,10959074,https://www.wildberries.ru/catalog/10959074/detail.aspx,Полотенце хлопок для ванной 70х140 набор 2 шт графит,Belezza,1711.39,3376.88,49,4.2,7100,https://basket-01.wbbasket.ru/vol109/part10959/10959074/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце банное,3,13946066,https://www.wildberries.ru/catalog/13946066/detail.aspx,Полотенце микрофибра для лица 50х90 бежевое,Волжский текстиль,2164.74,3973.45,46,4.5,120,https://basket-01.wbbasket.ru/vol139/part13946/13946066/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце банное,4,14374922,https://www.wildberries.ru/catalog/14374922/detail.aspx,Полотенце микрофибра банное 80х150 набор 2 шт молочное,Донецкая мануфактура,1732.42,3067.26,44,4.4,940,https://basket-01.wbbasket.ru/vol143/part14374/14374922/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце банное,5,10156287,https://www.wildberries.ru/catalog/10156287/detail.aspx,Полотенце бамбук для рук 70х140 комплект 3 шт молочное,Sofi De Marko,891.68,1910.12,53,4.6,17,https://basket-01.wbbasket.ru/vol101/part10156/10156287/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце банное,6,16199635,https://www.wildberries.ru/catalog/16199635/detail.aspx,Полотенце микрофибра для лица 80х150 комплект 3 шт белое,Verossa,880.26,1840.93,52,4.4,7100,https://basket-02.wbbasket.ru/vol161/part16199/16199635/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце банное,7,11737893,https://www.wildberries.ru/catalog/11737893/detail.aspx,Полотенце микрофибра для ванной 80х150 бежевое,Гармония,1850.77,2904.67,36,5.0,45,https://basket-01.wbbasket.ru/vol117/part11737/11737893/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце банное,8,13415796,https://www.wildberries.ru/catalog/13415796/detail.aspx,Полотенце махровое банное 80х150 набор 4 шт серое,Karna,814.84,1585.56,49,4.7,380,https://basket-01.wbbasket.ru/vol134/part13415/13415796/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце банное,9,12194789,https://www.wildberries.ru/catalog/12194789/detail.aspx,Полотенце органический хлопок для ванной 50х90 набор 2 шт молочное,Волжский текстиль,2229.88,2905.96,23,4.7,380,https://basket-01.wbbasket.ru/vol121/part12194/12194789/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце банное,10,12500715,https://www.wildberries.ru/catalog/12500715/detail.aspx,Полотенце органический хлопок пляжное 30х50 бежевое,Belezza,340.30,712.86,52,4.6,940,https://basket-01.wbbasket.ru/vol125/part12500/12500715/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце банное,11,10669324,https://www.wildberries.ru/catalog/10669324/detail.aspx,Полотенце микрофибра для лица 30х50 набор 4 шт бежевое,Донецкая мануфактура,757.92,1621.78,53,4.9,120,https://basket-01.wbbasket.ru/vol106/part10669/10669324/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце банное,12,13971793,https://www.wildberries.ru/catalog/13971793/detail.aspx,Полотенце хлопок банное 100х150 молочное,Aquarelle,1386.55,2957.77,53,4.9,45,https://basket-01.wbbasket.ru/vol139/part13971/13971793/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце банное,13,14163555,https://www.wildberries.ru/catalog/14163555/detail.aspx,Полотенце органический хлопок банное 70х140 комплект 3 шт молочное,Unison,2511.82,4927.07,49,4.4,17,https://basket-01.wbbasket.ru/vol141/part14163/14163555/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце банное,14,13818418,https://www.wildberries.ru/catalog/13818418/detail.aspx,Полотенце махровое для рук 70х140 набор 4 шт молочное,Ecotex,743.83,1499.42,50,4.4,120,https://basket-01.wbbasket.ru/vol138/part13818/13818418/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце банное,15,18996207,https://www.wildberries.ru/catalog/18996207/detail.aspx,Полотенце бамбук для ванной 50х90 комплект 3 шт серое,Ecotex,1694.77,3239.67,48,4.5,3,https://basket-02.wbbasket.ru/vol189/part18996/18996207/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце банное,16,15262632,https://www.wildberries.ru/catalog/15262632/detail.aspx,Полотенце бамбук для лица 80х150 комплект 3 шт бежевое,Verossa,401.30,646.54,38,4.5,17,https://basket-02.wbbasket.ru/vol152/part15262/15262632/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце банное,17,13305700,https://www.wildberries.ru/catalog/13305700/detail.aspx,Полотенце микрофибра для лица 100х150 набор 2 шт молочное,Ecotex,392.33,794.81,51,4.5,17,https://basket-01.wbbasket.ru/vol133/part13305/13305700/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце банное,18,16751158,https://www.wildberries.ru/catalog/16751158/detail.aspx,Полотенце бамбук пляжное 100х150 набор 2 шт серое,Aquarelle,1216.19,2028.06,40,4.8,45,https://basket-02.wbbasket.ru/vol167/part16751/16751158/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце банное,19,15098175,https://www.wildberries.ru/catalog/15098175/detail.aspx,Полотенце органический хлопок для рук 70х140 графит,Sofi De Marko,767.74,1574.14,51,4.4,2500,https://basket-02.wbbasket.ru/vol150/part15098/15098175/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце банное,20,12846949,https://www.wildberries.ru/catalog/12846949/detail.aspx,Полотенце микрофибра пляжное 100х150 подарочный набор молочное,Arya Home,1042.16,1834.26,43,4.7,380,https://basket-01.wbbasket.ru/vol128/part12846/12846949/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце для лица,1,10775337,https://www.wildberries.ru/catalog/10775337/detail.aspx,Полотенце микрофибра для ванной 50х90 набор 4 шт серое,Волжский текстиль,644.26,922.98,30,4.4,7100,https://basket-01.wbbasket.ru/vol107/part10775/10775337/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце для лица,2,14093379,https://www.wildberries.ru/catalog/14093379/detail.aspx,Полотенце махровое для рук 30х50 белое,Донецкая мануфактура,1789.55,3122.66,43,4.3,3,https://basket-01.wbbasket.ru/vol140/part14093/14093379/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце для лица,3,12036059,https://www.wildberries.ru/catalog/12036059/detail.aspx,Полотенце махровое для рук 70х140 набор 4 шт графит,Unison,856.41,1305.41,34,4.6,7100,https://basket-01.wbbasket.ru/vol120/part12036/12036059/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце для лица,4,17159521,https://www.wildberries.ru/catalog/17159521/detail.aspx,Полотенце микрофибра пляжное 80х150 комплект 3 шт молочное,Aquarelle,1411.91,2968.99,52,4.9,7100,https://basket-02.wbbasket.ru/vol171/part17159/17159521/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце для лица,5,18745959,https://www.wildberries.ru/catalog/18745959/detail.aspx,Полотенце хлопок для рук 30х50 комплект 3 шт белое,Unison,2488.70,4950.60,50,4.6,120,https://basket-02.wbbasket.ru/vol187/part18745/18745959/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце для лица,6,12321531,https://www.wildberries.ru/catalog/12321531/detail.aspx,Полотенце органический хлопок банное 100х150 набор 4 шт серое,Karna,747.27,1334.73,44,4.3,2500,https://basket-01.wbbasket.ru/vol123/part12321/12321531/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце для лица,7,13470105,https://www.wildberries.ru/catalog/13470105/detail.aspx,Полотенце хлопок для лица 50х90 подарочный набор молочное,Togas,800.10,1339.52,40,4.9,2500,https://basket-01.wbbasket.ru/vol134/part13470/13470105/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце для лица,8,16542890,https://www.wildberries.ru/catalog/16542890/detail.aspx,Полотенце микрофибра банное 80х150 подарочный набор молочное,Unison,441.80,693.07,36,4.9,2500,https://basket-02.wbbasket.ru/vol165/part16542/16542890/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце для лица,9,15639317,https://www.wildberries.ru/catalog/15639317/detail.aspx,Полотенце микрофибра пляжное 70х140 подарочный набор белое,Волжский текстиль,774.79,1027.47,25,4.7,2500,https://basket-02.wbbasket.ru/vol156/part15639/15639317/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце для лица,10,10454696,https://www.wildberries.ru/catalog/10454696/detail.aspx,Полотенце хлопок для рук 70х140 графит,Togas,437.61,802.01,45,4.3,2500,https://basket-01.wbbasket.ru/vol104/part10454/10454696/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце для лица,11,16360682,https://www.wildberries.ru/catalog/16360682/detail.aspx,Полотенце органический хлопок для лица 50х90 комплект 3 шт молочное,Belezza,721.66,1150.44,37,4.4,2500,https://basket-02.wbbasket.ru/vol163/part16360/16360682/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце для лица,12,10675419,https://www.wildberries.ru/catalog/10675419/detail.aspx,Полотенце махровое для рук 50х90 бежевое,Karna,724.64,986.78,27,4.8,120,https://basket-01.wbbasket.ru/vol106/part10675/10675419/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце для лица,13,13656838,https://www.wildberries.ru/catalog/13656838/detail.aspx,Полотенце махровое пляжное 70х140 набор 4 шт белое,Sofi De Marko,1040.33,1880.47,45,4.6,380,https://basket-01.wbbasket.ru/vol136/part13656/13656838/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце для лица,14,11813596,https://www.wildberries.ru/catalog/11813596/detail.aspx,Полотенце бамбук для лица 80х150 бежевое,Arya Home,2618.94,5678.51,54,4.7,380,https://basket-01.wbbasket.ru/vol118/part11813/11813596/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце для лица,15,15059717,https://www.wildberries.ru/catalog/15059717/detail.aspx,Полотенце органический хлопок для рук 70х140 набор 2 шт графит,Донецкая мануфактура,1857.60,2820.89,34,4.9,17,https://basket-02.wbbasket.ru/vol150/part15059/15059717/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце для лица,16,15724909,https://www.wildberries.ru/catalog/15724909/detail.aspx,Полотенце микрофибра банное 100х150 молочное,Arya Home,1624.38,2851.38,43,4.2,2500,https://basket-02.wbbasket.ru/vol157/part15724/15724909/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце для лица,17,18753457,https://www.wildberries.ru/catalog/18753457/detail.aspx,Полотенце органический хлопок банное 30х50 комплект 3 шт молочное,Гармония,1514.07,2208.31,31,5.0,380,https://basket-02.wbbasket.ru/vol187/part18753/18753457/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце для лица,18,11453962,https://www.wildberries.ru/catalog/11453962/detail.aspx,Полотенце микрофибра для рук 30х50 подарочный набор графит,Донецкая мануфактура,747.89,1137.50,34,4.4,7100,https://basket-01.wbbasket.ru/vol114/part11453/11453962/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце для лица,19,18179730,https://www.wildberries.ru/catalog/18179730/detail.aspx,Полотенце органический хлопок пляжное 80х150 подарочный набор серое,Sofi De Marko,389.33,620.01,37,4.4,380,https://basket-02.wbbasket.ru/vol181/part18179/18179730/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце для лица,20,16818732,https://www.wildberries.ru/catalog/16818732/detail.aspx,Полотенце бамбук пляжное 100х150 бежевое,Hobby Home,1463.40,2015.18,27,4.6,120,https://basket-02.wbbasket.ru/vol168/part16818/16818732/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце махровое,1,15137284,https://www.wildberries.ru/catalog/15137284/detail.aspx,Полотенце органический хлопок для рук 30х50 набор 2 шт бежевое,Togas,724.02,1392.01,48,4.7,940,https://basket-02.wbbasket.ru/vol151/part15137/15137284/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце махровое,2,15144280,https://www.wildberries.ru/catalog/15144280/detail.aspx,Полотенце микрофибра пляжное 100х150 подарочный набор графит,Bio-Textiles,754.88,1289.61,41,4.4,17,https://basket-02.wbbasket.ru/vol151/part15144/15144280/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце махровое,3,18801946,https://www.wildberries.ru/catalog/18801946/detail.aspx,Полотенце хлопок для ванной 50х90 белое,Togas,539.80,936.97,42,4.7,17,https://basket-02.wbbasket.ru/vol188/part18801/18801946/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце махровое,4,14602180,https://www.wildberries.ru/catalog/14602180/detail.aspx,Полотенце хлопок для ванной 70х140 комплект 3 шт белое,Гармония,674.85,1201.72,44,4.2,3,https://basket-02.wbbasket.ru/vol146/part14602/14602180/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце махровое,5,15716097,https://www.wildberries.ru/catalog/15716097/detail.aspx,Полотенце бамбук для лица 30х50 набор 2 шт бежевое,Волжский текстиль,1206.54,2088.33,42,4.3,3,https://basket-02.wbbasket.ru/vol157/part15716/15716097/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце махровое,6,12545556,https://www.wildberries.ru/catalog/12545556/detail.aspx,Полотенце органический хлопок банное 50х90 подарочный набор молочное,Karna,399.01,765.22,48,4.3,380,https://basket-01.wbbasket.ru/vol125/part12545/12545556/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце махровое,7,18767312,https://www.wildberries.ru/catalog/18767312/detail.aspx,Полотенце хлопок банное 80х150 подарочный набор графит,Verossa,1402.52,2108.15,33,4.5,7100,https://basket-02.wbbasket.ru/vol187/part18767/18767312/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце махровое,8,13486102,https://www.wildberries.ru/catalog/13486102/detail.aspx,Полотенце микрофибра для рук 100х150 графит,Karna,402.83,792.00,49,4.7,380,https://basket-01.wbbasket.ru/vol134/part13486/13486102/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце махровое,9,17883823,https://www.wildberries.ru/catalog/17883823/detail.aspx,Полотенце махровое для лица 70х140 набор 4 шт графит,Aquarelle,349.81,583.37,40,4.4,120,https://basket-02.wbbasket.ru/vol178/part17883/17883823/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце махровое,10,13318855,https://www.wildberries.ru/catalog/13318855/detail.aspx,Полотенце бамбук для рук 50х90 набор 4 шт серое,Karna,2598.82,4757.95,45,4.5,120,https://basket-01.wbbasket.ru/vol133/part13318/13318855/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце махровое,11,14842082,https://www.wildberries.ru/catalog/14842082/detail.aspx,Полотенце хлопок для ванной 70х140 набор 2 шт бежевое,Aquarelle,641.80,1178.05,46,4.6,7100,https://basket-02.wbbasket.ru/vol148/part14842/14842082/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце махровое,12,17248238,https://www.wildberries.ru/catalog/17248238/detail.aspx,Полотенце бамбук для рук 100х150 графит,Togas,971.51,1785.86,46,4.8,380,https://basket-02.wbbasket.ru/vol172/part17248/17248238/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце махровое,13,10674975,https://www.wildberries.ru/catalog/10674975/detail.aspx,Полотенце махровое для лица 80х150 бежевое,Cleanelly,2513.53,3877.27,35,4.8,45,https://basket-01.wbbasket.ru/vol106/part10674/10674975/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце махровое,14,11530793,https://www.wildberries.ru/catalog/11530793/detail.aspx,Полотенце микрофибра для рук 100х150 набор 4 шт графит,Bio-Textiles,1030.03,1794.88,43,4.6,2500,https://basket-01.wbbasket.ru/vol115/part11530/11530793/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце махровое,15,16718473,https://www.wildberries.ru/catalog/16718473/detail.aspx,Полотенце бамбук банное 70х140 комплект 3 шт молочное,Hobby Home,1687.70,3200.43,47,4.9,3,https://basket-02.wbbasket.ru/vol167/part16718/16718473/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце махровое,16,10019311,https://www.wildberries.ru/catalog/10019311/detail.aspx,Полотенце махровое для ванной 100х150 комплект 3 шт бежевое,Bio-Textiles,2321.29,4092.75,43,4.7,7100,https://basket-01.wbbasket.ru/vol100/part10019/10019311/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце махровое,17,10865901,https://www.wildberries.ru/catalog/10865901/detail.aspx,Полотенце махровое для лица 80х150 комплект 3 шт графит,Ecotex,2388.92,4056.00,41,4.4,45,https://basket-01.wbbasket.ru/vol108/part10865/10865901/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце махровое,18,12657144,https://www.wildberries.ru/catalog/12657144/detail.aspx,Полотенце бамбук для рук 30х50 набор 2 шт бежевое,Unison,1745.20,2644.62,34,4.4,3,https://basket-01.wbbasket.ru/vol126/part12657/12657144/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце махровое,19,14896624,https://www.wildberries.ru/catalog/14896624/detail.aspx,Полотенце органический хлопок банное 70х140 набор 2 шт молочное,Волжский текстиль,407.28,585.90,30,4.6,380,https://basket-02.wbbasket.ru/vol148/part14896/14896624/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце махровое,20,18526867,https://www.wildberries.ru/catalog/18526867/detail.aspx,Полотенце органический хлопок для рук 70х140 подарочный набор графит,Ecotex,569.39,1212.62,53,4.8,45,https://basket-02.wbbasket.ru/vol185/part18526/18526867/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце хлопок,1,15008935,https://www.wildberries.ru/catalog/15008935/detail.aspx,Полотенце махровое для ванной 30х50 комплект 3 шт графит,Гармония,865.97,1346.20,36,4.9,7100,https://basket-02.wbbasket.ru/vol150/part15008/15008935/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце хлопок,2,17639414,https://www.wildberries.ru/catalog/17639414/detail.aspx,Полотенце хлопок для рук 80х150 подарочный набор серое,Гармония,802.30,1435.38,44,4.9,120,https://basket-02.wbbasket.ru/vol176/part17639/17639414/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце хлопок,3,16395997,https://www.wildberries.ru/catalog/16395997/detail.aspx,Полотенце хлопок пляжное 30х50 набор 4 шт молочное,Togas,368.73,636.31,42,4.5,45,https://basket-02.wbbasket.ru/vol163/part16395/16395997/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце хлопок,4,11672884,https://www.wildberries.ru/catalog/11672884/detail.aspx,Полотенце махровое для лица 80х150 серое,Bio-Textiles,2103.46,4334.25,51,4.6,7100,https://basket-01.wbbasket.ru/vol116/part11672/11672884/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце хлопок,5,16668663,https://www.wildberries.ru/catalog/16668663/detail.aspx,Полотенце хлопок для рук 70х140 набор 2 шт молочное,Cleanelly,2726.42,4375.10,38,4.7,940,https://basket-02.wbbasket.ru/vol166/part16668/16668663/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце хлопок,6,14821419,https://www.wildberries.ru/catalog/14821419/detail.aspx,Полотенце микрофибра для рук 100х150 подарочный набор графит,Гармония,403.74,610.17,34,5.0,17,https://basket-02.wbbasket.ru/vol148/part14821/14821419/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце хлопок,7,14921894,https://www.wildberries.ru/catalog/14921894/detail.aspx,Полотенце махровое банное 30х50 набор 4 шт серое,Ecotex,336.88,679.33,50,4.5,2500,https://basket-02.wbbasket.ru/vol149/part14921/14921894/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце хлопок,8,16418028,https://www.wildberries.ru/catalog/16418028/detail.aspx,Полотенце хлопок пляжное 30х50 белое,Belezza,532.49,984.33,46,4.7,120,https://basket-02.wbbasket.ru/vol164/part16418/16418028/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце хлопок,9,17805654,https://www.wildberries.ru/catalog/17805654/detail.aspx,Полотенце микрофибра для лица 70х140 подарочный набор серое,Bio-Textiles,917.33,1200.29,24,4.9,45,https://basket-02.wbbasket.ru/vol178/part17805/17805654/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце хлопок,10,13342306,https://www.wildberries.ru/catalog/13342306/detail.aspx,Полотенце органический хлопок для ванной 80х150 комплект 3 шт молочное,Verossa,1563.30,3221.61,51,5.0,7100,https://basket-01.wbbasket.ru/vol133/part13342/13342306/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце хлопок,11,16640518,https://www.wildberries.ru/catalog/16640518/detail.aspx,Полотенце хлопок для рук 80х150 комплект 3 шт графит,Verossa,906.77,1419.74,36,4.4,3,https://basket-02.wbbasket.ru/vol166/part16640/16640518/images/big/1.webp,2026-09-20T20:04:28+00:00
wildberries,полотенце хлопок,12,14204819,https://www.wildberries.ru/catalog/14204819/detail.aspx,Полотенце микрофибра для рук 100х150 набор 4 шт графит,Unison,2284.11,4278.04,47,4.7,45,https://basket-01.wbbasket.ru/vol142/part14204/14204819/images/big/1.webp,2026-09-20T20:04:28+00:00
